DATE,DAY,TIMESLOT,TIMINGS,MULTIPLEX,MOVIE,CATEGORY,TAG,LOCATION,lon,lat,IMDB,RottenTom,IndieWire
31-October-2018,Wednesday,5PM,6:15PM - 8:02PM,"PVR ICON
AUDI 4
312","
Maya
Mia Hansen-Løve
France | 107 mins
RDV",Rendezvous with French Cinema,RDV,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,4:30PM - 6:50PM,"PVR ICON
AUDI 2
220","
The Sound Man Mangesh Desai
Subash Sahoo
India | 112 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,3:00PM - 5:05PM,"PVR ECX
AUDI 4
216","
Bird Of Dusk
Sangeeta Datta
India | 97 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,12PM,2:00PM - 3:55PM,"PVR ICON
AUDI 6
86","
Chippa
Safdar Rahman
India | 90 mins
Introduction | Q&A
DI
",Discovering India,DI,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,8:30PM - 10:35PM,"PVR ICON
AUDI 1
236","
Bird Of Dusk
Sangeeta Datta
India | 97 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,NA,"PVR ICON
AUDI 2
220",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,12PM,2:15PM - 3:52PM,"PVR ICON
AUDI 1
236","
The Gold-Laden Sheep and the Sacred Mountain
Ridham Janve
India | 97 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,12PM,1:45PM - 3:50PM,"PVR ICON
AUDI 3
312","
Bardo
Bhimrao Mude
India | 125 mins
MT",Marathi Talkies,MT,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,12PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,12PM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,12PM,NA,"PVR ECX
AUDI 2
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,4:00PM - 5:30PM,"PVR ICON
AUDI 5
86","
Los Silencios
Beatriz Seigner
Brazil, Colombia, France | 90 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,4:00PM - 5:30PM,"PVR ICON
AUDI 5
86","
Los Silencios
Beatriz Seigner
Brazil, Colombia, France | 90 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,5PM,7:45PM - 9:21PM,"PVR ICON
AUDI 1
236","
Hotel By The River
Hong Sang-soo
South Korea | 96 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,7.1,92,
01-November-2018,Thursday,8PM,9:30PM - 11:14PM,"PVR ECX
AUDI 2
216","
Wildlife
Paul Dano
USA | 104 mins
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,5PM,7:20PM - 8:05PM,"ECX 1

216
(The New Medium)","SOS-Adoptive Dissensus
Minouk Lim
11 mins

Twelve
Jeamin Cha
33 mins
Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,4:00PM - 6:05PM,"PVR ICON
AUDI 4
312","
Birds Of Passage
Cristina Gallego, Ciro Guerra
Colombia, France, Mexico, Denmark | 125 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,8.1,91,
29-October-2018,Monday,12PM,12:30PM - 02:00PM,"ECX 1

216
(The New Medium)","Two Meetings and a Funeral
Naeem Mohaiemen
85 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,10AM,NA,"PVR ECX
AUDI 3
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,8PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,2PM,4:00PM - 6:25PM,"PVR ICON
AUDI 3
312","
MA•AMA
Dominic Sangma
India | 123 mins
Introduction | Q&A
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,8PM,8:00PM - 10:15PM,"PVR ECX
AUDI 5
216","
The Field Guide To Evil | 96 mins
preceded by
Hana | 13 mins
Introduction by Curator | Q&A with Ashim Ahluwalia
AD",After Dark,AD,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,8PM,NA,"PVR ICON
AUDI 3
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,2PM,4:30PM - 6:15PM,"PVR ECX
AUDI 4
216","
Azougue Nazaré
Tiago Melo
Brazil | 80 mins
Introduction | Q&A
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,NA,"PVR ECX
AUDI 1
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,5PM,7:00PM - 8:50PM,"PVR ECX
AUDI 5
216","
Life Of An Outcast
Pawan K Shrivastava
India | 80 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,2PM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,6:30PM - 8:35PM,"PVR ICON
AUDI 5
86","
In The Aisles
Thomas Stuber
Germany | 125 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,7.3,90,
01-November-2018,Thursday,10AM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,2PM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,10AM,11:00AM - 12:32PM,"PVR ECX
AUDI 1
216","
Diamantino
Gabriel Abrantes, Daniel Schmidt
Portugal, France, Brazil | 92 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,10AM,NA,"PVR ECX
AUDI 2
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,12:00PM - 2:00PM,"PVR ECX
AUDI 1
216","The Third Part of the Third Measure
The Otolith Group
44 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,8PM,10:00PM - 11:00PM,"ECX 1

216
(The New Medium)","Contained Mobility
Ursula Biemann
20 mins

Veilleurs d'images
Uriel Orlow
14 mins

A Tale of Two Islands
Steffen Köhn, Paola Calvo
16 mins

#blacktivist
Mario Pfeifer
5 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,1:15PM - 3:00PM,"PVR ICON
AUDI 2
220","
Wildlife
Paul Dano
USA | 104 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,10AM,11:30AM - 1:05PM,"PVR ICON
AUDI 6
86","
BUDDHA.mov
Kabir Mehta
India | 70 mins
Introduction | Q&A
SP",Spotlight,SP,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,1:30PM - 3:30PM,"PVR ECX
AUDI 1
216","
Mehsampur
Kabir Chowdhry
India | 99 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,1:15PM - 3:30PM,"PVR ECX
AUDI 3
216","
Nathicharami
Mansore
India | 113 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,10AM,10:30AM - 12:38PM,"PVR ICON
AUDI 2
220","
Samouni Road
Stefano Savona
Italy, France | 128 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,2PM,2:30PM - 4:05PM,"PVR ICON
AUDI 4
312","
MATANGI/MAYA/M.I.A.
Steve Loveridge
USA, UK, Sri Lanka | 95 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,2PM,2:00PM - 9:20PM,"PVR ECX
AUDI 2
216","
Czech Mate
Shivendra Singh Dungarpur
India | 428 mins
Introduction | Q&A
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,5PM,7:30PM - 9:25PM,"PVR ECX
AUDI 3
216","
White Chamber
Paul Raschid
UK | 89 mins
Introduction by Curator | Q&A
AD",After Dark,AD,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,NA,"PVR ICON
AUDI 4
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,11:00AM - 1:10PM,"PVR ICON
AUDI 1
236","
Bilathikuzhal
Vinu Kolichal
India | 103 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,5PM,6:00PM - 8:03PM,"PVR ECX
AUDI 1
216","
Sivaranjani and Two Other Women
Vasanth S Sai
India | 123 mins
SP",Spotlight,SP,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,5PM,5:30PM - 8:10PM,"PVR ICON
AUDI 1
236","
Bornodi Bhotiai
Anupam Kaushik Borah
India | 132 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,NA,"PVR ECX
AUDI 2
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,8:00PM - 8:45PM,"PVR ECX
AUDI 1
216","SOS-Adoptive Dissensus 
Minouk Lim
11 mins

Twelve
Jeamin Cha
33 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,2PM,3:45PM - 5:00PM,"PVR ICON
AUDI 3
312","Anthology Of Shorts
A Monsoon Date | An Essay Of The Rain
Tanuja Chandra | Nagraj Manjule
India | 47 mins
Introduction | Q&A
SP",Spotlight,SP,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,9:15PM - 10:45PM,"PVR ECX
AUDI 5
216","
A Tramway In Jerusalem
Amos Gitai
Israel, France | 90 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,6.2,,
01-November-2018,Thursday,12PM,1:00PM - 3:07PM,"PVR ECX
AUDI 2
216","
The Summer House
Valeria Bruni-Tedeschi
France, Italy | 127 mins
RDV",Rendezvous with French Cinema,RDV,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,10AM,11:30AM - 1:11PM,"PVR ICON
AUDI 3
312","
Transit
Christian Petzold
Germany, France | 101 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.9,91,
31-October-2018,Wednesday,2PM,3:15PM - 5:11PM,"PVR ICON
AUDI 4
312","
Shadow
Zhang Yimou
China | 116 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,8PM,NA,"PVR ICON
AUDI 3
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,12PM,12:00PM - 1:14PM,"PVR ECX
AUDI 3
216","
Supa Modo
Likarion Wainaina
Germany, Kenya | 74 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,5PM,5:00PM - 6:55PM,"PVR ICON
AUDI 4
312","
Don't Worry He Won't Get Far On Foot
Gus Van Sant
USA | 115 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,8PM,NA,"PVR ICON
AUDI 1
236",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,12PM,12:15PM - 1:56PM,"PVR ECX
AUDI 1
216","
Transit
Christian Petzold
Germany, France | 101 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,6.9,91,
29-October-2018,Monday,10AM,11:00AM - 1:00PM,"PVR ECX
AUDI 3
216","
Island Of The Hungry Ghosts
Gabrielle Brady
Germany, UK, Australia | 94 mins
Introduction | Q&A
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,2PM,4:30PM - 6:38PM,"PVR ECX
AUDI 5
216","
Pixote: Survival of The Weakest
Héctor Babenco
Brazil | 128 mins
RC",Restored Classics,RC,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,8PM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,12:00PM - 2:05PM,"PVR ECX
AUDI 3
216","
Imago
Karan Chavan, Vikram Patil
India | 97 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,7.5,,
29-October-2018,Monday,8PM,8:45PM - 10:45PM,"PVR ICON
AUDI 1
236","
Light In The Room
Rahul Riji Nair
India | 97 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,8PM,8:00PM - 10:08PM,"PVR ICON
AUDI 2
220","
Widows
Steve McQueen
UK, USA | 128 mins
CLOSING FILM",Opening Film,OF,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,5PM,6:45PM - 8:31PM,"PVR ECX
AUDI 2
216","
Generation Wealth
Lauren Greenfield
USA | 106 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,5PM,7:30PM - 9:38PM,"PVR ICON
AUDI 3
312","
Widows
Steve McQueen
UK, USA | 128 mins
CLOSING FILM",Opening Film,OF,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,NA,"PVR ECX
AUDI 1
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,2PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,2PM,4:30PM - 6:35PM,"PVR ICON
AUDI 1
236","
Fahrenheit 11/9
Michael Moore
USA | 125 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,2PM,2:15PM - 3:35PM,"PVR ECX
AUDI 3
216","
Kusama - Infinity
Heather Lenz
USA | 80 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,NA,"PVR ECX
AUDI 3
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,10AM,10:00AM - 12:02PM,"PVR ICON
AUDI 4
312","
Shakespeare Wallah
James Ivory 
USA | 122 mins
RC",Restored Classics,RC,VERSOVA,30.55573,-0.61179,7,88,
29-October-2018,Monday,2PM,03:00PM - 04:00PM,"ECX 1

216
(The New Medium)","The Cyclops Cycle 
Malcolm Le Grice
60 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,4:15PM - 6:15PM,"PVR ICON
AUDI 3
312","MASTERCLASS
FILMMAKER LUCRECIA MARTEL
in conversation with
 DENNIS LIM",Sessions,S,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,2:15PM - 3:35PM,"PVR ICON
AUDI 3
312","
Kusama - Infinity
Heather Lenz
USA | 80 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,2PM,4:45PM - 7:15PM,"PVR ICON
AUDI 6
86","
A Twelve-Year Night
Álvaro Brechner
Spain, Argentina, Uruguay | 123 mins
Introduction | Q&A
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,7.8,,4.8
01-November-2018,Thursday,5PM,4:30PM - 5:57PM,"PVR ECX
AUDI 3
216","
Nancy
Christina Choe
USA | 87 mins
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,6:00PM - 6:45PM,"PVR ECX
AUDI 1
216","Multi-screenology: 
Q&A with curator Shaina Anand
45 mins
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,7:00PM - 7:35PM,"PVR ECX
AUDI 1
216","Iti - The End
Piyush Kashyap / Mani Kaul
20 mins

3 moving images. 3 places. 
3 rhythms. 3 feelings.
Agnès Varda
12 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,2PM,2:45PM - 4:55PM,"PVR ECX
AUDI 1
216","
Bilathikuzhal
Vinu Kolichal
India | 103 mins 
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,10AM,11:00AM - 12:35PM,"PVR ECX
AUDI 4
216","
A Land Imagined
Yeo Siew Hua
Singapore, France, Netherlands | 95 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,6.6,62,3
30-October-2018,Tuesday,2PM,4:00PM - 7:54PM,"PVR ECX
AUDI 2
216","
Season Of The Devil
Lav Diaz
Philippines | 234 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,2PM,4:30PM - 6:15PM,"PVR ICON
AUDI 3
312","
Life Of An Outcast
Pawan K Shrivastava
India | 80 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,6:00PM - 8:20PM,"PVR ECX
AUDI 5
216","
Rajma Chawal
Leena Yadav
India | 118 mins
Introduction | Q&A
DI",Discovering India,DI,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,10AM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,8PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,8PM,NA,"PVR ECX
AUDI 2
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,8PM,NA,"PVR ICON
AUDI 3
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,1:00PM - 2:30PM,"PVR ICON
AUDI 4
312","
Los Silencios
Beatriz Seigner
Brazil, Colombia, France | 90 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,5PM,6:00PM - 8:53PM,"PVR ICON
AUDI 4
312","
Our Time
Carlos Reygadas
Mexico, France, Germany | 173 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,4:00PM - 5:30PM,"PVR ECX
AUDI 1
216","The Burial of the Dead
Salomé Lamas
90 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,8PM,8:00PM - 9:25PM,"PVR ICON
AUDI 6
86","
True Blue
Swati Dandekar
India | 85 mins
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,2:45PM - 4:45PM,"PVR ECX
AUDI 3
216","
Buddha
Vinit Chandrasekharan
India | 100 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,10AM,11:30AM - 12:05PM,"ECX 1

216
(The New Medium)","Iti - The End 
Piyush Kashyap / Mani Kaul 
20 mins

3 moving images. 3 places. 
3 rhythms. 3 feelings. 
Agnès Varda
12 mins

Introduction
TNM: Mutli-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,8PM,9:00PM - 10:52PM,"PVR ECX
AUDI 1
216","
Sorry To Bother You
Boots Riley
USA | 112 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,7:45PM - 9:17PM,"PVR ICON
AUDI 2
220","
The Price Of Free
Derek Doneen
USA | 92 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,10AM,11:00AM - 12:45PM,"PVR ECX
AUDI 2
216","
Memories Of My Body
Garin Nugroho
Indonesia | 105 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,8PM,9:00PM - 10:28PM,"PVR ECX
AUDI 4
216","
Cold War
Paweł Pawlikowski
Poland, France, UK | 88 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,NA,"PVR ECX
AUDI 2
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,2PM,4:00PM - 5:36PM,"PVR ICON
AUDI 2
220","
Summer With Monika
Ingmar Bergman
Sweden | 96 mins
TR (INTER)",Tribute India,TR (INTER),VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,9:00PM - 10:42PM,"PVR ECX
AUDI 2
216","
Knife + Heart
Yann Gonzales
France, Switzerland, Mexico | 102 mins
RDV",Rendezvous with French Cinema,RDV,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,3:00PM - 3:45PM,"PVR ECX
AUDI 1
216","Cynthia ke Sapne
Pallavi Paul
44 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,8PM,8:45PM - 10:35PM,"PVR ICON
AUDI 4
312","
Vision
Naomi Kawase
Japan, France | 110 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,10AM,11:30AM - 1:04PM,"PVR ICON
AUDI 1
236","
Island Of The Hungry Ghosts
Gabrielle Brady
Germany, UK, Australia | 94 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,10AM,11:00AM - 12:22PM,"PVR ICON
AUDI 2
220","
Rafiki
Wanuri Kahiu
Kenya | 82 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,12PM,1:15PM - 3:08PM,"PVR ECX
AUDI 4
216","
Hyenas
Djibril Diop Mambéty
Senegal | 113 mins
RC",Restored Classics,RC,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,8PM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,4:00PM - 5:30PM,"PVR ICON
AUDI 5
86","The Burial of the Dead
Salomé Lamas
90 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,10AM,11:30AM - 3:24PM,"PVR ICON
AUDI 1
236","
An Elephant Sitting Still
Hu Bo
China | 234 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,7.9,91,
31-October-2018,Wednesday,8PM,NA,"PVR ECX
AUDI 4
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,2PM,NA,"PVR ICON
AUDI 2
220",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,8PM,9:15PM - 11:05PM,"PVR ICON
AUDI 2
220","
Namdev Bhau: In Search Of Silence
Dar Gai
India | 84 mins
Introduction | Q&A
DI",Discovering India,DI,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,8PM,8:15PM - 10:36PM,"PVR ECX
AUDI 1
216","
Mandy | 121 mins
preceded by Helsinki
Mansplaining Massacre | 15 mins
AD",After Dark,AD,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,2PM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,5PM,5:00PM - 7:10PM,"PVR ICON
AUDI 2
220","
Long Day's Journey Into Night
Bi Gan
China | 130 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,12PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,10:30PM - 12:00AM,"PVR ECX
AUDI 1
216","Two Meetings and a Funeral 
Naeem Mohaiemen
85 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,1:30PM - 3:30PM,"PVR ICON
AUDI 3
312","
Royal Stag Barrel Select Large Short Films | The Perfect 10 | Part 1 
Introduction
RS",Royal Stag Barrel Select Large Short Films,RS,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,7:30PM - 9:21PM,"PVR ECX
AUDI 4
216","
Colette
Wash Westmoreland
USA, UK, Hungary | 111 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,10AM,10:30AM -12:04PM,"PVR ECX
AUDI 2
216","
Madeline's Madeline
Josephine Decker
USA | 94 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,8PM,NA,"PVR ICON
AUDI 4
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
